id,pharmacy_id,medicine_id,year,week,total_dispensed,avg_daily,days_recorded,shortage_risk
15329,3,5,2026,2,44,44.0,1,low
15330,3,71,2026,2,56,56.0,1,low
15331,3,55,2026,3,172,43.0,4,medium
15332,3,89,2026,3,199,39.8,5,medium
15333,3,57,2026,3,1372,457.33,3,high
15334,3,80,2026,3,47,47.0,1,low
15335,3,37,2026,3,83,41.5,2,medium
15336,3,83,2026,3,71,35.5,2,low
15337,3,6,2026,3,75,37.5,2,low
15338,3,23,2026,3,203,40.6,5,high
15339,3,48,2026,3,83,41.5,2,medium
15340,3,85,2026,3,100,33.33,3,medium
15341,3,13,2026,3,135,45.0,3,medium
15342,3,96,2026,3,245,40.83,6,high
15343,3,47,2026,3,179,44.75,4,medium
15344,3,77,2026,3,75,37.5,2,low
15345,3,49,2026,3,169,42.25,4,medium
15346,3,88,2026,3,148,37.0,4,medium
15347,3,12,2026,3,58,29.0,2,low
15348,3,78,2026,3,172,43.0,4,medium
15349,3,101,2026,3,272,45.33,6,high
15350,3,67,2026,3,1562,223.14,7,high
15351,3,105,2026,3,171,42.75,4,medium
15352,3,108,2026,3,42,42.0,1,low
15353,3,65,2026,3,168,42.0,4,medium
15354,3,114,2026,3,123,41.0,3,medium
15355,3,87,2026,3,94,47.0,2,medium
15356,3,120,2026,3,123,41.0,3,medium
15357,3,53,2026,3,218,43.6,5,high
15358,3,86,2026,3,92,46.0,2,medium
15359,3,107,2026,3,47,47.0,1,low
15360,3,117,2026,3,162,40.5,4,medium
15361,3,51,2026,3,187,46.75,4,medium
15362,3,73,2026,3,144,36.0,4,medium
15363,3,104,2026,3,78,39.0,2,low
15364,3,44,2026,3,162,40.5,4,medium
15365,3,75,2026,3,205,41.0,5,high
15366,3,20,2026,3,140,46.67,3,medium
15367,3,106,2026,3,73,36.5,2,low
15368,3,10,2026,3,107,35.67,3,medium
15369,3,62,2026,3,35,35.0,1,low
15370,3,5,2026,3,88,44.0,2,medium
15371,3,17,2026,3,130,43.33,3,medium
15372,3,24,2026,3,166,41.5,4,medium
15373,3,79,2026,3,69,34.5,2,low
15374,3,50,2026,3,129,43.0,3,medium
15375,3,58,2026,3,301,75.25,4,high
15376,3,68,2026,3,114,38.0,3,medium
15377,3,8,2026,3,132,44.0,3,medium
15378,3,81,2026,3,102,34.0,3,medium
15379,3,2,2026,3,54,54.0,1,low
15380,3,9,2026,3,298,298.0,1,high
15381,3,22,2026,3,31,31.0,1,low
15382,3,14,2026,3,41,41.0,1,low
15383,3,72,2026,3,119,39.67,3,medium
15384,3,71,2026,3,52,52.0,1,low
15385,3,97,2026,3,33,33.0,1,low
15386,3,93,2026,3,115,38.33,3,medium
15387,3,63,2026,3,80,40.0,2,low
15388,3,113,2026,3,93,46.5,2,medium
15389,3,7,2026,3,42,42.0,1,low
15390,3,11,2026,3,29,29.0,1,low
15391,3,32,2026,3,54,54.0,1,low
15392,3,91,2026,3,45,45.0,1,low
15393,3,15,2026,3,51,51.0,1,low
15394,3,43,2026,3,245,245.0,1,high
15395,3,113,2026,4,106,35.33,3,medium
15396,3,68,2026,4,186,46.5,4,medium
15397,3,17,2026,4,232,38.67,6,high
15398,3,104,2026,4,85,42.5,2,medium
15399,3,11,2026,4,103,34.33,3,medium
15400,3,77,2026,4,142,47.33,3,medium
15401,3,112,2026,4,220,44.0,5,high
15402,3,43,2026,4,587,293.5,2,high
15403,3,47,2026,4,110,36.67,3,medium
15404,3,50,2026,4,141,47.0,3,medium
15405,3,40,2026,4,1040,260.0,4,high
15406,3,33,2026,4,107,35.67,3,medium
15407,3,89,2026,4,121,40.33,3,medium
15408,3,117,2026,4,126,42.0,3,medium
15409,3,6,2026,4,97,48.5,2,medium
15410,3,44,2026,4,129,43.0,3,medium
15411,3,14,2026,4,220,36.67,6,high
15412,3,5,2026,4,203,40.6,5,high
15413,3,32,2026,4,79,39.5,2,low
15414,3,88,2026,4,125,41.67,3,medium
15415,3,7,2026,4,191,47.75,4,medium
15416,3,35,2026,4,82,41.0,2,medium
15417,3,8,2026,4,208,41.6,5,high
15418,3,87,2026,4,160,40.0,4,medium
15419,3,97,2026,4,206,41.2,5,high
15420,3,51,2026,4,146,48.67,3,medium
15421,3,83,2026,4,40,40.0,1,low
15422,3,120,2026,4,230,46.0,5,high
15423,3,2,2026,4,165,41.25,4,medium
15424,3,73,2026,4,361,45.12,8,high
15425,3,55,2026,4,181,45.25,4,medium
15426,3,57,2026,4,1782,445.5,4,high
15427,3,107,2026,4,67,33.5,2,low
15428,3,79,2026,4,119,39.67,3,medium
15429,3,24,2026,4,91,45.5,2,medium
15430,3,49,2026,4,137,45.67,3,medium
15431,3,19,2026,4,247,49.4,5,high
15432,3,105,2026,4,62,31.0,2,low
15433,3,9,2026,4,1582,316.4,5,high
15434,3,71,2026,4,118,39.33,3,medium
15435,3,67,2026,4,836,209.0,4,high
15436,3,106,2026,4,260,43.33,6,high
15437,3,108,2026,4,273,39.0,7,high
15438,3,37,2026,4,123,41.0,3,medium
15439,3,93,2026,4,100,50.0,2,medium
15440,3,23,2026,4,175,43.75,4,medium
15441,3,96,2026,4,267,44.5,6,high
15442,3,12,2026,4,83,41.5,2,medium
15443,3,78,2026,4,118,39.33,3,medium
15444,3,81,2026,4,110,36.67,3,medium
15445,3,15,2026,4,72,36.0,2,low
15446,3,72,2026,4,83,41.5,2,medium
15447,3,63,2026,4,35,35.0,1,low
15448,3,114,2026,4,130,43.33,3,medium
15449,3,75,2026,4,79,39.5,2,low
15450,3,85,2026,4,68,34.0,2,low
15451,3,62,2026,4,45,45.0,1,low
15452,3,13,2026,4,84,42.0,2,medium
15453,3,65,2026,4,102,34.0,3,medium
15454,3,91,2026,4,97,48.5,2,medium
15455,3,80,2026,4,138,46.0,3,medium
15456,3,101,2026,4,178,44.5,4,medium
15457,3,90,2026,4,47,47.0,1,low
15458,3,48,2026,4,80,40.0,2,low
15459,3,76,2026,4,96,48.0,2,medium
15460,3,10,2026,4,46,46.0,1,low
15461,3,92,2026,4,39,39.0,1,low
15462,3,53,2026,4,33,33.0,1,low
15463,3,21,2026,4,30,30.0,1,low
15464,3,111,2026,4,44,44.0,1,low
15465,3,86,2026,4,33,33.0,1,low
15466,3,22,2026,4,55,55.0,1,low
15467,3,62,2026,5,229,45.8,5,high
15468,3,68,2026,5,150,37.5,4,medium
15469,3,104,2026,5,44,44.0,1,low
15470,3,91,2026,5,193,38.6,5,medium
15471,3,44,2026,5,67,33.5,2,low
15472,3,76,2026,5,190,38.0,5,medium
15473,3,114,2026,5,54,54.0,1,low
15474,3,5,2026,5,75,37.5,2,low
15475,3,48,2026,5,40,40.0,1,low
15476,3,8,2026,5,204,40.8,5,high
15477,3,32,2026,5,135,45.0,3,medium
15478,3,63,2026,5,176,44.0,4,medium
15479,3,37,2026,5,88,44.0,2,medium
15480,3,89,2026,5,111,37.0,3,medium
15481,3,101,2026,5,108,36.0,3,medium
15482,3,77,2026,5,31,31.0,1,low
15483,3,97,2026,5,63,31.5,2,low
15484,3,92,2026,5,40,40.0,1,low
15485,3,13,2026,5,50,50.0,1,low
15486,3,65,2026,5,84,42.0,2,medium
15487,3,105,2026,5,84,42.0,2,medium
15488,3,51,2026,5,39,39.0,1,low
15489,3,58,2026,5,276,92.0,3,high
15490,3,7,2026,5,227,37.83,6,high
15491,3,79,2026,5,44,44.0,1,low
15492,3,50,2026,5,114,38.0,3,medium
15493,3,33,2026,5,76,38.0,2,low
15494,3,22,2026,5,48,48.0,1,low
15495,3,110,2026,5,118,39.33,3,medium
15496,3,43,2026,5,314,314.0,1,high
15497,3,87,2026,5,116,38.67,3,medium
15498,3,71,2026,5,205,41.0,5,high
15499,3,10,2026,5,235,47.0,5,high
15500,3,57,2026,5,425,425.0,1,high
15501,3,112,2026,5,217,43.4,5,high
15502,3,19,2026,5,142,47.33,3,medium
15503,3,47,2026,5,131,43.67,3,medium
15504,3,113,2026,5,92,46.0,2,medium
15505,3,85,2026,5,194,38.8,5,medium
15506,3,107,2026,5,182,36.4,5,medium
15507,3,45,2026,5,40,40.0,1,low
15508,3,15,2026,5,79,39.5,2,low
15509,3,2,2026,5,131,43.67,3,medium
15510,3,11,2026,5,247,41.17,6,high
15511,3,49,2026,5,323,46.14,7,high
15512,3,88,2026,5,30,30.0,1,low
15513,3,53,2026,5,199,39.8,5,medium
15514,3,55,2026,5,115,38.33,3,medium
15515,3,20,2026,5,215,43.0,5,high
15516,3,17,2026,5,151,50.33,3,medium
15517,3,72,2026,5,110,36.67,3,medium
15518,3,78,2026,5,97,48.5,2,medium
15519,3,6,2026,5,144,48.0,3,medium
15520,3,23,2026,5,84,42.0,2,medium
15521,3,12,2026,5,50,50.0,1,low
15522,3,75,2026,5,78,39.0,2,low
15523,3,9,2026,5,264,264.0,1,high
15524,3,35,2026,5,178,44.5,4,medium
15525,3,117,2026,5,90,45.0,2,medium
15526,3,80,2026,5,35,35.0,1,low
15527,3,120,2026,5,70,35.0,2,low
15528,3,90,2026,5,205,41.0,5,high
15529,3,73,2026,5,34,34.0,1,low
15530,3,67,2026,5,255,255.0,1,high
15531,3,111,2026,5,31,31.0,1,low
15532,3,83,2026,5,68,34.0,2,low
15533,3,40,2026,5,215,215.0,1,high
15534,3,81,2026,5,28,28.0,1,low
15535,3,24,2026,5,53,53.0,1,low
15536,3,106,2026,5,49,49.0,1,low
15537,3,37,2026,6,178,44.5,4,medium
15538,3,71,2026,6,35,35.0,1,low
15539,3,117,2026,6,91,45.5,2,medium
15540,3,86,2026,6,339,42.38,8,high
15541,3,79,2026,6,47,47.0,1,low
15542,3,13,2026,6,174,43.5,4,medium
15543,3,43,2026,6,573,286.5,2,high
15544,3,51,2026,6,76,38.0,2,low
15545,3,58,2026,6,121,60.5,2,medium
15546,3,50,2026,6,197,39.4,5,medium
15547,3,8,2026,6,125,41.67,3,medium
15548,3,40,2026,6,1121,280.25,4,high
15549,3,76,2026,6,449,40.82,11,high
15550,3,22,2026,6,179,44.75,4,medium
15551,3,101,2026,6,286,40.86,7,high
15552,3,10,2026,6,222,44.4,5,high
15553,3,23,2026,6,143,35.75,4,medium
15554,3,114,2026,6,162,40.5,4,medium
15555,3,78,2026,6,96,48.0,2,medium
15556,3,33,2026,6,144,36.0,4,medium
15557,3,47,2026,6,158,39.5,4,medium
15558,3,96,2026,6,156,39.0,4,medium
15559,3,32,2026,6,90,45.0,2,medium
15560,3,53,2026,6,32,32.0,1,low
15561,3,65,2026,6,268,44.67,6,high
15562,3,89,2026,6,187,37.4,5,medium
15563,3,91,2026,6,337,42.12,8,high
15564,3,7,2026,6,206,41.2,5,high
15565,3,73,2026,6,31,31.0,1,low
15566,3,15,2026,6,73,36.5,2,low
15567,3,6,2026,6,51,51.0,1,low
15568,3,19,2026,6,298,49.67,6,high
15569,3,104,2026,6,127,42.33,3,medium
15570,3,120,2026,6,112,37.33,3,medium
15571,3,21,2026,6,99,33.0,3,medium
15572,3,87,2026,6,141,47.0,3,medium
15573,3,72,2026,6,178,35.6,5,medium
15574,3,9,2026,6,571,285.5,2,high
15575,3,108,2026,6,200,40.0,5,medium
15576,3,5,2026,6,128,42.67,3,medium
15577,3,63,2026,6,121,40.33,3,medium
15578,3,57,2026,6,1076,358.67,3,high
15579,3,14,2026,6,141,47.0,3,medium
15580,3,45,2026,6,189,37.8,5,medium
15581,3,110,2026,6,87,43.5,2,medium
15582,3,81,2026,6,128,42.67,3,medium
15583,3,48,2026,6,129,43.0,3,medium
15584,3,20,2026,6,303,43.29,7,high
15585,3,80,2026,6,94,47.0,2,medium
15586,3,77,2026,6,144,48.0,3,medium
15587,3,106,2026,6,232,46.4,5,high
15588,3,93,2026,6,137,45.67,3,medium
15589,3,90,2026,6,213,42.6,5,high
15590,3,55,2026,6,91,45.5,2,medium
15591,3,92,2026,6,91,45.5,2,medium
15592,3,107,2026,6,126,42.0,3,medium
15593,3,17,2026,6,82,41.0,2,medium
15594,3,97,2026,6,69,34.5,2,low
15595,3,113,2026,6,234,46.8,5,high
15596,3,62,2026,6,52,52.0,1,low
15597,3,35,2026,6,62,31.0,2,low
15598,3,68,2026,6,117,39.0,3,medium
15599,3,75,2026,6,49,49.0,1,low
15600,3,11,2026,6,69,34.5,2,low
15601,3,105,2026,6,122,40.67,3,medium
15602,3,67,2026,6,458,229.0,2,high
15603,3,49,2026,6,103,51.5,2,medium
15604,3,24,2026,6,130,43.33,3,medium
15605,3,88,2026,6,147,49.0,3,medium
15606,3,2,2026,6,34,34.0,1,low
15607,3,111,2026,6,35,35.0,1,low
15608,3,44,2026,6,51,51.0,1,low
15609,3,85,2026,6,45,45.0,1,low
15610,3,112,2026,6,88,44.0,2,medium
15611,3,55,2026,7,32,32.0,1,low
15612,3,92,2026,7,152,38.0,4,medium
15613,3,106,2026,7,188,37.6,5,medium
15614,3,117,2026,7,165,41.25,4,medium
15615,3,68,2026,7,133,44.33,3,medium
15616,3,47,2026,7,158,39.5,4,medium
15617,3,21,2026,7,121,40.33,3,medium
15618,3,91,2026,7,91,30.33,3,medium
15619,3,19,2026,7,48,48.0,1,low
15620,3,112,2026,7,117,39.0,3,medium
15621,3,97,2026,7,80,40.0,2,low
15622,3,6,2026,7,77,38.5,2,low
15623,3,75,2026,7,89,44.5,2,medium
15624,3,23,2026,7,174,43.5,4,medium
15625,3,78,2026,7,144,48.0,3,medium
15626,3,58,2026,7,271,67.75,4,high
15627,3,17,2026,7,101,33.67,3,medium
15628,3,7,2026,7,86,43.0,2,medium
15629,3,2,2026,7,120,40.0,3,medium
15630,3,83,2026,7,138,46.0,3,medium
15631,3,49,2026,7,106,35.33,3,medium
15632,3,73,2026,7,141,47.0,3,medium
15633,3,8,2026,7,81,40.5,2,medium
15634,3,10,2026,7,70,35.0,2,low
15635,3,35,2026,7,156,39.0,4,medium
15636,3,45,2026,7,78,39.0,2,low
15637,3,13,2026,7,161,40.25,4,medium
15638,3,63,2026,7,84,42.0,2,medium
15639,3,105,2026,7,143,47.67,3,medium
15640,3,24,2026,7,217,43.4,5,high
15641,3,80,2026,7,202,40.4,5,high
15642,3,88,2026,7,213,42.6,5,high
15643,3,20,2026,7,32,32.0,1,low
15644,3,50,2026,7,202,40.4,5,high
15645,3,114,2026,7,242,48.4,5,high
15646,3,81,2026,7,123,41.0,3,medium
15647,3,108,2026,7,150,50.0,3,medium
15648,3,5,2026,7,28,28.0,1,low
15649,3,57,2026,7,1570,392.5,4,high
15650,3,96,2026,7,202,40.4,5,high
15651,3,87,2026,7,103,34.33,3,medium
15652,3,12,2026,7,137,45.67,3,medium
15653,3,111,2026,7,110,36.67,3,medium
15654,3,71,2026,7,149,37.25,4,medium
15655,3,37,2026,7,94,47.0,2,medium
15656,3,110,2026,7,125,41.67,3,medium
15657,3,53,2026,7,76,38.0,2,low
15658,3,104,2026,7,128,42.67,3,medium
15659,3,14,2026,7,184,46.0,4,medium
15660,3,101,2026,7,179,44.75,4,medium
15661,3,90,2026,7,139,34.75,4,medium
15662,3,93,2026,7,41,41.0,1,low
15663,3,89,2026,7,101,50.5,2,medium
15664,3,113,2026,7,92,46.0,2,medium
15665,3,33,2026,7,102,51.0,2,medium
15666,3,76,2026,7,105,35.0,3,medium
15667,3,62,2026,7,80,40.0,2,low
15668,3,48,2026,7,274,45.67,6,high
15669,3,11,2026,7,113,37.67,3,medium
15670,3,67,2026,7,763,190.75,4,high
15671,3,9,2026,7,1289,322.25,4,high
15672,3,120,2026,7,184,46.0,4,medium
15673,3,43,2026,7,295,295.0,1,high
15674,3,40,2026,7,534,267.0,2,high
15675,3,22,2026,7,46,46.0,1,low
15676,3,44,2026,7,104,34.67,3,medium
15677,3,65,2026,7,28,28.0,1,low
15678,3,79,2026,7,42,42.0,1,low
15679,3,32,2026,7,87,43.5,2,medium
15680,3,15,2026,8,207,41.4,5,high
15681,3,19,2026,8,76,38.0,2,low
15682,3,88,2026,8,186,46.5,4,medium
15683,3,104,2026,8,90,45.0,2,medium
15684,3,49,2026,8,125,41.67,3,medium
15685,3,93,2026,8,261,43.5,6,high
15686,3,91,2026,8,73,36.5,2,low
15687,3,44,2026,8,55,55.0,1,low
15688,3,113,2026,8,92,46.0,2,medium
15689,3,65,2026,8,132,44.0,3,medium
15690,3,76,2026,8,146,48.67,3,medium
15691,3,96,2026,8,154,38.5,4,medium
15692,3,92,2026,8,154,38.5,4,medium
15693,3,12,2026,8,79,39.5,2,low
15694,3,67,2026,8,1007,251.75,4,high
15695,3,71,2026,8,73,36.5,2,low
15696,3,7,2026,8,106,35.33,3,medium
15697,3,108,2026,8,146,48.67,3,medium
15698,3,10,2026,8,37,37.0,1,low
15699,3,9,2026,8,752,250.67,3,high
15700,3,75,2026,8,167,41.75,4,medium
15701,3,117,2026,8,151,37.75,4,medium
15702,3,63,2026,8,118,39.33,3,medium
15703,3,5,2026,8,155,38.75,4,medium
15704,3,77,2026,8,86,43.0,2,medium
15705,3,68,2026,8,35,35.0,1,low
15706,3,87,2026,8,194,38.8,5,medium
15707,3,40,2026,8,344,344.0,1,high
15708,3,43,2026,8,510,255.0,2,high
15709,3,57,2026,8,1841,368.2,5,high
15710,3,89,2026,8,320,40.0,8,high
15711,3,17,2026,8,32,32.0,1,low
15712,3,55,2026,8,235,39.17,6,high
15713,3,32,2026,8,155,38.75,4,medium
15714,3,85,2026,8,133,44.33,3,medium
15715,3,78,2026,8,113,37.67,3,medium
15716,3,105,2026,8,175,35.0,5,medium
15717,3,62,2026,8,221,44.2,5,high
15718,3,21,2026,8,226,37.67,6,high
15719,3,79,2026,8,85,42.5,2,medium
15720,3,120,2026,8,99,49.5,2,medium
15721,3,11,2026,8,184,46.0,4,medium
15722,3,24,2026,8,183,45.75,4,medium
15723,3,110,2026,8,132,44.0,3,medium
15724,3,101,2026,8,125,41.67,3,medium
15725,3,2,2026,8,151,37.75,4,medium
15726,3,45,2026,8,226,45.2,5,high
15727,3,111,2026,8,110,36.67,3,medium
15728,3,6,2026,8,111,37.0,3,medium
15729,3,14,2026,8,79,39.5,2,low
15730,3,48,2026,8,137,45.67,3,medium
15731,3,112,2026,8,85,42.5,2,medium
15732,3,97,2026,8,51,51.0,1,low
15733,3,47,2026,8,119,39.67,3,medium
15734,3,86,2026,8,30,30.0,1,low
15735,3,72,2026,8,73,36.5,2,low
15736,3,83,2026,8,41,41.0,1,low
15737,3,80,2026,8,141,47.0,3,medium
15738,3,8,2026,8,42,42.0,1,low
15739,3,37,2026,8,187,46.75,4,medium
15740,3,106,2026,8,48,48.0,1,low
15741,3,13,2026,8,73,36.5,2,low
15742,3,58,2026,8,119,59.5,2,medium
15743,3,33,2026,8,87,43.5,2,medium
15744,3,114,2026,8,33,33.0,1,low
15745,3,51,2026,8,28,28.0,1,low
15746,3,73,2026,8,37,37.0,1,low
15747,3,22,2026,8,31,31.0,1,low
15748,3,90,2026,8,48,48.0,1,low
15749,3,50,2026,8,46,46.0,1,low
15750,3,6,2026,9,148,37.0,4,medium
15751,3,76,2026,9,153,38.25,4,medium
15752,3,114,2026,9,74,37.0,2,low
15753,3,117,2026,9,187,46.75,4,medium
15754,3,77,2026,9,174,43.5,4,medium
15755,3,5,2026,9,43,43.0,1,low
15756,3,93,2026,9,86,43.0,2,medium
15757,3,21,2026,9,38,38.0,1,low
15758,3,106,2026,9,163,40.75,4,medium
15759,3,62,2026,9,178,44.5,4,medium
15760,3,33,2026,9,229,45.8,5,high
15761,3,112,2026,9,99,49.5,2,medium
15762,3,110,2026,9,83,41.5,2,medium
15763,3,8,2026,9,98,49.0,2,medium
15764,3,58,2026,9,155,51.67,3,medium
15765,3,71,2026,9,112,37.33,3,medium
15766,3,65,2026,9,250,41.67,6,high
15767,3,92,2026,9,43,43.0,1,low
15768,3,81,2026,9,83,41.5,2,medium
15769,3,20,2026,9,142,47.33,3,medium
15770,3,43,2026,9,231,231.0,1,high
15771,3,85,2026,9,261,43.5,6,high
15772,3,49,2026,9,235,47.0,5,high
15773,3,96,2026,9,85,42.5,2,medium
15774,3,50,2026,9,34,34.0,1,low
15775,3,45,2026,9,93,46.5,2,medium
15776,3,2,2026,9,75,37.5,2,low
15777,3,67,2026,9,1372,228.67,6,high
15778,3,88,2026,9,209,34.83,6,high
15779,3,47,2026,9,132,44.0,3,medium
15780,3,120,2026,9,136,45.33,3,medium
15781,3,108,2026,9,172,43.0,4,medium
15782,3,75,2026,9,196,39.2,5,medium
15783,3,83,2026,9,112,37.33,3,medium
15784,3,35,2026,9,205,41.0,5,high
15785,3,12,2026,9,41,41.0,1,low
15786,3,57,2026,9,697,348.5,2,high
15787,3,91,2026,9,202,50.5,4,high
15788,3,105,2026,9,90,45.0,2,medium
15789,3,17,2026,9,208,41.6,5,high
15790,3,111,2026,9,180,45.0,4,medium
15791,3,51,2026,9,87,43.5,2,medium
15792,3,80,2026,9,161,40.25,4,medium
15793,3,55,2026,9,118,39.33,3,medium
15794,3,23,2026,9,71,35.5,2,low
15795,3,86,2026,9,159,39.75,4,medium
15796,3,89,2026,9,228,45.6,5,high
15797,3,11,2026,9,107,35.67,3,medium
15798,3,63,2026,9,105,35.0,3,medium
15799,3,87,2026,9,87,43.5,2,medium
15800,3,113,2026,9,94,47.0,2,medium
15801,3,32,2026,9,167,41.75,4,medium
15802,3,14,2026,9,156,39.0,4,medium
15803,3,68,2026,9,79,39.5,2,low
15804,3,7,2026,9,35,35.0,1,low
15805,3,9,2026,9,354,354.0,1,high
15806,3,72,2026,9,86,43.0,2,medium
15807,3,19,2026,9,35,35.0,1,low
15808,3,78,2026,9,126,42.0,3,medium
15809,3,13,2026,9,137,45.67,3,medium
15810,3,15,2026,9,36,36.0,1,low
15811,3,79,2026,9,109,36.33,3,medium
15812,3,44,2026,9,28,28.0,1,low
15813,3,104,2026,9,50,50.0,1,low
15814,3,90,2026,9,35,35.0,1,low
15815,3,22,2026,9,97,48.5,2,medium
15816,3,73,2026,9,79,39.5,2,low
15817,3,48,2026,9,36,36.0,1,low
15818,3,97,2026,9,46,46.0,1,low
15819,3,107,2026,9,34,34.0,1,low
15820,3,5,2026,10,43,43.0,1,low
15821,3,78,2026,10,182,45.5,4,medium
15822,3,117,2026,10,261,37.29,7,high
15823,3,22,2026,10,31,31.0,1,low
15824,3,65,2026,10,103,34.33,3,medium
15825,3,105,2026,10,174,43.5,4,medium
15826,3,55,2026,10,92,46.0,2,medium
15827,3,112,2026,10,129,43.0,3,medium
15828,3,45,2026,10,216,43.2,5,high
15829,3,51,2026,10,195,39.0,5,medium
15830,3,37,2026,10,97,48.5,2,medium
15831,3,87,2026,10,48,48.0,1,low
15832,3,73,2026,10,131,43.67,3,medium
15833,3,24,2026,10,138,46.0,3,medium
15834,3,88,2026,10,143,35.75,4,medium
15835,3,110,2026,10,188,47.0,4,medium
15836,3,90,2026,10,272,45.33,6,high
15837,3,86,2026,10,120,40.0,3,medium
15838,3,40,2026,10,915,305.0,3,high
15839,3,57,2026,10,904,180.8,5,high
15840,3,106,2026,10,95,47.5,2,medium
15841,3,89,2026,10,127,42.33,3,medium
15842,3,47,2026,10,83,41.5,2,medium
15843,3,20,2026,10,45,45.0,1,low
15844,3,17,2026,10,100,50.0,2,medium
15845,3,49,2026,10,161,40.25,4,medium
15846,3,97,2026,10,114,38.0,3,medium
15847,3,19,2026,10,249,49.8,5,high
15848,3,75,2026,10,170,42.5,4,medium
15849,3,72,2026,10,183,36.6,5,medium
15850,3,23,2026,10,196,39.2,5,medium
15851,3,101,2026,10,224,44.8,5,high
15852,3,85,2026,10,73,36.5,2,low
15853,3,2,2026,10,79,39.5,2,low
15854,3,83,2026,10,127,42.33,3,medium
15855,3,43,2026,10,262,262.0,1,high
15856,3,67,2026,10,247,247.0,1,high
15857,3,48,2026,10,81,40.5,2,medium
15858,3,120,2026,10,55,55.0,1,low
15859,3,96,2026,10,144,48.0,3,medium
15860,3,63,2026,10,99,49.5,2,medium
15861,3,81,2026,10,62,31.0,2,low
15862,3,44,2026,10,177,44.25,4,medium
15863,3,76,2026,10,55,55.0,1,low
15864,3,9,2026,10,349,349.0,1,high
15865,3,104,2026,10,186,46.5,4,medium
15866,3,8,2026,10,107,35.67,3,medium
15867,3,33,2026,10,35,35.0,1,low
15868,3,12,2026,10,69,34.5,2,low
15869,3,32,2026,10,79,39.5,2,low
15870,3,10,2026,10,100,50.0,2,medium
15871,3,79,2026,10,81,40.5,2,medium
15872,3,62,2026,10,79,39.5,2,low
15873,3,77,2026,10,108,54.0,2,medium
15874,3,108,2026,10,40,40.0,1,low
15875,3,50,2026,10,84,42.0,2,medium
15876,3,11,2026,10,114,38.0,3,medium
15877,3,68,2026,10,33,33.0,1,low
15878,3,15,2026,10,37,37.0,1,low
15879,3,14,2026,10,77,38.5,2,low
15880,3,13,2026,10,87,43.5,2,medium
15881,3,92,2026,10,79,39.5,2,low
15882,3,58,2026,10,88,44.0,2,medium
15883,3,113,2026,10,53,53.0,1,low
15884,3,111,2026,10,69,34.5,2,low
15885,3,114,2026,10,52,52.0,1,low
15886,3,91,2026,10,47,47.0,1,low
15887,3,80,2026,10,39,39.0,1,low
15888,3,87,2026,11,210,42.0,5,high
15889,3,90,2026,11,195,39.0,5,medium
15890,3,72,2026,11,134,44.67,3,medium
15891,3,88,2026,11,145,48.33,3,medium
15892,3,80,2026,11,217,43.4,5,high
15893,3,71,2026,11,124,41.33,3,medium
15894,3,108,2026,11,74,37.0,2,low
15895,3,62,2026,11,240,40.0,6,high
15896,3,10,2026,11,110,36.67,3,medium
15897,3,14,2026,11,97,32.33,3,medium
15898,3,7,2026,11,210,42.0,5,high
15899,3,43,2026,11,1940,277.14,7,high
15900,3,65,2026,11,77,38.5,2,low
15901,3,110,2026,11,98,32.67,3,medium
15902,3,93,2026,11,119,39.67,3,medium
15903,3,105,2026,11,139,46.33,3,medium
15904,3,111,2026,11,131,43.67,3,medium
15905,3,86,2026,11,268,44.67,6,high
15906,3,120,2026,11,87,43.5,2,medium
15907,3,23,2026,11,167,41.75,4,medium
15908,3,8,2026,11,126,42.0,3,medium
15909,3,91,2026,11,59,29.5,2,low
15910,3,112,2026,11,195,48.75,4,medium
15911,3,101,2026,11,270,45.0,6,high
15912,3,24,2026,11,126,42.0,3,medium
15913,3,13,2026,11,81,40.5,2,medium
15914,3,37,2026,11,145,48.33,3,medium
15915,3,47,2026,11,212,42.4,5,high
15916,3,96,2026,11,102,34.0,3,medium
15917,3,73,2026,11,81,40.5,2,medium
15918,3,21,2026,11,153,38.25,4,medium
15919,3,57,2026,11,642,214.0,3,high
15920,3,67,2026,11,1101,220.2,5,high
15921,3,2,2026,11,207,41.4,5,high
15922,3,97,2026,11,63,31.5,2,low
15923,3,51,2026,11,116,38.67,3,medium
15924,3,78,2026,11,93,46.5,2,medium
15925,3,35,2026,11,153,38.25,4,medium
15926,3,49,2026,11,94,47.0,2,medium
15927,3,63,2026,11,125,41.67,3,medium
15928,3,75,2026,11,117,39.0,3,medium
15929,3,81,2026,11,258,43.0,6,high
15930,3,33,2026,11,197,49.25,4,medium
15931,3,19,2026,11,96,48.0,2,medium
15932,3,44,2026,11,203,40.6,5,high
15933,3,5,2026,11,174,43.5,4,medium
15934,3,68,2026,11,126,42.0,3,medium
15935,3,85,2026,11,86,43.0,2,medium
15936,3,20,2026,11,65,32.5,2,low
15937,3,79,2026,11,149,37.25,4,medium
15938,3,92,2026,11,42,42.0,1,low
15939,3,114,2026,11,139,46.33,3,medium
15940,3,12,2026,11,130,43.33,3,medium
15941,3,15,2026,11,90,45.0,2,medium
15942,3,11,2026,11,117,39.0,3,medium
15943,3,17,2026,11,108,36.0,3,medium
15944,3,113,2026,11,36,36.0,1,low
15945,3,53,2026,11,45,45.0,1,low
15946,3,48,2026,11,39,39.0,1,low
